ID,English,Japanese,WrongCount
"1880","duration","期間",0
"1881","deforestation","森林破壊",0
"1882","precaution","用心",0
"1883","bunch","ひとたばの",0
"1884","shortcoming","欠点",0
"1885","aspiration","熱望",0
"1886","psychiatrist","精神科医",0
"1887","shipping","発送",0
"1888","senator","上院議員",0
"1889","statesman","政治家",0
"1890","subordinate","部下",0
"1891","vacuum","空白",0
"1892","quest","探究",0
"1893","meditation","瞑想",0
"1894","subscriber","加入者",0
"1895","riddle","謎",0
"1896","rag","ぼろ",0
"1897","rust","さび",0
"1898","sanitation","衛生",0
"1899","midst","まっただ中",0
"1900","mischief","いたずら",0
"1901","proficiency","検定",0
"1902","recollection","記憶",0
"1903","latitude","緯",0
"1904","friction","摩擦",0
"1905","botanist","植物学者",0
"1906","heredity","遺伝",0
"1907","contempt","軽蔑",0
"1908","anatomy","構造",0
"1909","integrity","誠実",0
"1910","cargo","貨物",0
"1911","bribe","わいろ",0
"1912","eruption","噴火",0
"1913","funeral","葬式",0
"1914","deficit","赤字",0
"1915","bulk","大部分",0
"1916","millionaire","百万長者",0
"1917","ash","灰",0
"1918","realm","領域",0
"1919","plantation","農園",0
"1920","plow","すき",0
"1921","vending","販売",0
"1922","orphan","孤児",0
"1923","neuron","神経細胞",0
"1924","vegetation","植生",0
"1925","warrior","戦士",0
"1926","mutation","突然変異",0
"1927","sewage","下水",0
"1928","paradigm","理論的枠組",0
"1929","protocol","議定書",0
"1930","skyscraper","高層ビル",0
"1931","accord","一致",0
"1932","bureaucrat","官僚",0
"1933","array","多彩",0
"1934","clash","衝突",0
"1935","torture","拷問",0
"1936","reign","統治",0
"1937","thesis","論文",0
"1938","digit","桁",0
"1939","agenda","課題",0
"1940","onset","発症",0
"1941","peasant","小作農",0
"1942","ultraviolet","紫外",0
"1943","renowned","有名な",0
"1944","transparent","透き通った",0
"1945","dim","薄暗い",0
"1946","legitimate","正当な",0
"1947","adverse","悪",0
"1948","swift","すばやい",0
"1949","naive","世間知らずの",0
"1950","dumb","ばか",0
"1951","gloomy","暗い",0
"1952","furious","激怒した",0
"1953","earnest","まじめな",0
"1954","terrific","すばらしい",0
"1955","vertical","垂直な",0
"1956","wicked","邪悪な",0
"1957","subjective","主観的な",0
"1958","enlightened","進んだ考えの",0
"1959","authentic","本物の",0
"1960","brutal","残忍な",0
"1961","dizzy","めまい",0
"1962","sheer","まったくの",0
"1963","naughty","いたずらな",0
"1964","damp","湿った",0
"1965","static","静的な",0
"1966","doomed","運命にある",0
"1967","respiratory","呼吸器に関する、呼吸の",0
"1968","innumerable","無数の",0
"1969","clumsy","不器用な",0
"1970","aesthetic","美的",0
"1971","obsessed","とりつかれている",0
"1972","detached","切り離された",0
"1973","wrecked","難破した",0
"1974","reckless","無謀な",0
"1975","arrogant","傲慢な",0
"1976","preoccupied","頭がいっぱいだ",0
"1977","gigantic","巨大な",0
"1978","conspicuous","顕著な",0
"1979","slender","すらりとした",0
"1980","manifest","明らかな",0
"1981","tidy","きちんと",0
"1982","skeptical","懐疑的な",0
"1983","notorious","悪名高い",0
"1984","anonymous","匿名の",0
"1985","monotonous","単調な",0
"1986","ample","豊富に",0
"1987","trim","こぎれいな",0
"1988","savage","野蛮な",0
"1989","coherent","一貫した",0
"1990","eloquent","雄弁な",0
"1991","foul","不快な",0
"1992","juvenile","青少年の",0
"1993","compulsory","義務的な",0
"1994","prone","やすい",0
"1995","arbitrary","勝手な",0
"1996","ingenious","独創的な",0
"1997","divine","神聖なる",0
"1998","tender","やさしい",0
"1999","outraged","憤慨している",0
"2000","intrinsic","本来の",0
"2001","paralyzed","麻痺している",0
"2002","compatible","適合する",0
"2003","patriotic","愛国的な",0
"2004","eminent","名高い",0
"2005","potent","強力な",0
"2006","insane","正気を失っている",0
"2007","staple","主要な",0
"2008","secondhand","間接",0
"2009","indigenous","先住",0
"2010","utmost","最も",0
"2011","integral","不可欠な",0
"2012","intricate","複雑な",0
"2013","demographic","人口統計の",0
"2014","mighty","強力な",0
"2015","intact","無傷の",0
"2016","intent","決意をしている",0
"2017","intriguing","興味深い",0
"2018","merry","陽気な",0
"2019","perpetual","永続する",0
"2020","spinal","脊椎の",0
"2021","susceptible","かかりやすい",0
"2022","mandatory","義務的な",0
"2023","upright","まっすぐに",0
"2024","abruptly","不意に",0
"2025","conversely","逆に",0
"2026","predominantly","主に",0
"2027","lest","～しないように",0
